DR_NO;Date Rptd;AREA NAME;Crm Cd Desc
200108514;03/05/2020 12:00:00 AM;Central    ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
200111223;05/02/2020 12:00:00 AM;Central    ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
200111653;05/13/2020 12:00:00 AM;Central    ;BURGLARY FROM VEHICLE                                   
200119957;10/24/2020 12:00:00 AM;Central    ;THEFT PLAIN - PETTY ($950 & UNDER)                      
200115420;07/27/2020 12:00:00 AM;Central    ;BURGLARY                                                
200122059;12/07/2020 12:00:00 AM;Central    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
200113405;06/14/2020 12:00:00 AM;Central    ;FALSE IMPRISONMENT                                      
200110327;04/11/2020 12:00:00 AM;Central    ;OTHER MISCELLANEOUS CRIME                               
200113470;06/16/2020 12:00:00 AM;Central    ;BURGLARY                                                
200117519;09/06/2020 12:00:00 AM;Central    ;INTIMATE PARTNER - SIMPLE ASSAULT                       
200110484;04/14/2020 12:00:00 AM;Central    ;BATTERY - SIMPLE ASSAULT                                
200104800;01/11/2020 12:00:00 AM;Central    ;BRANDISH WEAPON                                         
200106692;02/08/2020 12:00:00 AM;Central    ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
200112448;05/31/2020 12:00:00 AM;Central    ;BURGLARY                                                
200111275;05/02/2020 12:00:00 AM;Central    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
200114078;06/27/2020 12:00:00 AM;Central    ;BURGLARY                                                
200111642;05/12/2020 12:00:00 AM;Central    ;BURGLARY                                                
200105351;01/20/2020 12:00:00 AM;Central    ;BATTERY - SIMPLE ASSAULT                                
200118574;09/27/2020 12:00:00 AM;Central    ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
200104459;01/03/2020 12:00:00 AM;Central    ;BURGLARY FROM VEHICLE                                   
200107955;02/26/2020 12:00:00 AM;Central    ;BATTERY - SIMPLE ASSAULT                                
200120632;11/05/2020 12:00:00 AM;Central    ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
200118253;09/20/2020 12:00:00 AM;Central    ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
200107425;02/19/2020 12:00:00 AM;Central    ;VEHICLE - STOLEN                                        
200106479;02/04/2020 12:00:00 AM;Central    ;BURGLARY FROM VEHICLE                                   
200116764;08/22/2020 12:00:00 AM;Central    ;BURGLARY FROM VEHICLE                                   
200119219;10/11/2020 12:00:00 AM;Central    ;INTIMATE PARTNER - AGGRAVATED ASSAULT                   
200100785;05/16/2020 12:00:00 AM;Central    ;CRIMINAL HOMICIDE                                       
200110798;04/21/2020 12:00:00 AM;Central    ;BURGLARY                                                
200114879;07/15/2020 12:00:00 AM;Central    ;THEFT PLAIN - PETTY ($950 & UNDER)                      
200118896;10/04/2020 12:00:00 AM;Central    ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
200111724;05/14/2020 12:00:00 AM;Central    ;OTHER MISCELLANEOUS CRIME                               
200116347;08/12/2020 12:00:00 AM;Central    ;BURGLARY FROM VEHICLE                                   
200113047;06/07/2020 12:00:00 AM;Central    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
200110618;04/17/2020 12:00:00 AM;Central    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
200113113;06/09/2020 12:00:00 AM;Central    ;BURGLARY FROM VEHICLE                                   
200105087;01/15/2020 12:00:00 AM;Central    ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
200112640;06/01/2020 12:00:00 AM;Central    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
200105771;01/26/2020 12:00:00 AM;Central    ;BURGLARY FROM VEHICLE                                   
200111014;04/26/2020 12:00:00 AM;Central    ;INTIMATE PARTNER - AGGRAVATED ASSAULT                   
200105990;01/29/2020 12:00:00 AM;Central    ;BURGLARY FROM VEHICLE                                   
200114108;06/29/2020 12:00:00 AM;Central    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
200110136;04/06/2020 12:00:00 AM;Central    ;BATTERY - SIMPLE ASSAULT                                
200121573;11/25/2020 12:00:00 AM;Central    ;OTHER ASSAULT                                           
200116075;08/09/2020 12:00:00 AM;Central    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
200122904;12/29/2020 12:00:00 AM;Central    ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
200105637;01/24/2020 12:00:00 AM;Central    ;THEFT PLAIN - PETTY ($950 & UNDER)                      
200114823;07/14/2020 12:00:00 AM;Central    ;BRANDISH WEAPON                                         
200116286;07/27/2020 12:00:00 AM;Central    ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
200109031;03/11/2020 12:00:00 AM;Central    ;BURGLARY FROM VEHICLE                                   
200113063;06/07/2020 12:00:00 AM;Central    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
200122218;12/10/2020 12:00:00 AM;Central    ;VEHICLE - STOLEN                                        
200116290;08/10/2020 12:00:00 AM;Central    ;OTHER ASSAULT                                           
200121920;12/04/2020 12:00:00 AM;Central    ;THEFT PLAIN - PETTY ($950 & UNDER)                      
200111975;05/20/2020 12:00:00 AM;Central    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
200111005;04/26/2020 12:00:00 AM;Central    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
200112422;05/31/2020 12:00:00 AM;Central    ;OTHER MISCELLANEOUS CRIME                               
200105107;01/16/2020 12:00:00 AM;Central    ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
200120979;11/13/2020 12:00:00 AM;Central    ;VEHICLE - STOLEN                                        
200118993;10/06/2020 12:00:00 AM;Central    ;LETTERS, LEWD  -  TELEPHONE CALLS, LEWD                 
200116043;08/08/2020 12:00:00 AM;Central    ;VEHICLE - STOLEN                                        
