DR_NO;Date Rptd;AREA NAME;Crm Cd Desc
221306428;02/17/2022 12:00:00 AM;Newton     ;THEFT PLAIN - PETTY ($950 & UNDER)                      
221313502;06/27/2022 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
221307824;03/12/2022 12:00:00 AM;Newton     ;CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)
221318573;09/30/2022 12:00:00 AM;Newton     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
231305826;02/04/2023 12:00:00 AM;Newton     ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
221314156;07/06/2022 12:00:00 AM;Newton     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
221319512;10/18/2022 12:00:00 AM;Newton     ;PICKPOCKET                                              
221322575;12/18/2022 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
231304908;01/18/2023 12:00:00 AM;Newton     ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
221322398;12/13/2022 12:00:00 AM;Newton     ;SHOPLIFTING-GRAND THEFT ($950.01 & OVER)                
221315816;08/10/2022 12:00:00 AM;Newton     ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
221311784;05/24/2022 12:00:00 AM;Newton     ;BURGLARY FROM VEHICLE                                   
221320663;11/09/2022 12:00:00 AM;Newton     ;THEFT OF IDENTITY                                       
221315532;08/05/2022 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
221310677;05/05/2022 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
221310821;05/02/2022 12:00:00 AM;Newton     ;THEFT OF IDENTITY                                       
221313627;06/29/2022 12:00:00 AM;Newton     ;THEFT PLAIN - PETTY ($950 & UNDER)                      
221319918;10/17/2022 12:00:00 AM;Newton     ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
221312855;06/14/2022 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
221322364;12/13/2022 12:00:00 AM;Newton     ;THEFT PLAIN - PETTY ($950 & UNDER)                      
221318249;09/25/2022 12:00:00 AM;Newton     ;TRESPASSING                                             
221307950;03/14/2022 12:00:00 AM;Newton     ;ROBBERY                                                 
221310816;05/02/2022 12:00:00 AM;Newton     ;THEFT OF IDENTITY                                       
221305430;01/31/2022 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
221314391;07/13/2022 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
221321454;11/26/2022 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
221300681;04/17/2022 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
221306178;02/10/2022 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
221305657;02/02/2022 12:00:00 AM;Newton     ;THEFT OF IDENTITY                                       
221317335;09/08/2022 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
221309775;04/17/2022 12:00:00 AM;Newton     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
221306818;02/23/2022 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
221314192;07/05/2022 12:00:00 AM;Newton     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
221319391;10/15/2022 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
221310126;04/24/2022 12:00:00 AM;Newton     ;ROBBERY                                                 
221318648;10/03/2022 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
221311054;05/11/2022 12:00:00 AM;Newton     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
221313758;07/02/2022 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
221309036;04/04/2022 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
221312345;06/03/2022 12:00:00 AM;Newton     ;THEFT OF IDENTITY                                       
221317281;08/24/2022 12:00:00 AM;Newton     ;THEFT OF IDENTITY                                       
221310584;05/04/2022 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
221300863;07/16/2022 12:00:00 AM;Newton     ;INTIMATE PARTNER - AGGRAVATED ASSAULT                   
221308134;03/17/2022 12:00:00 AM;Newton     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
221318189;09/23/2022 12:00:00 AM;Newton     ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
221306306;02/14/2022 12:00:00 AM;Newton     ;CHILD STEALING                                          
221315292;08/01/2022 12:00:00 AM;Newton     ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
221313870;07/03/2022 12:00:00 AM;Newton     ;THEFT OF IDENTITY                                       
221323048;12/30/2022 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
221322387;12/05/2022 12:00:00 AM;Newton     ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
221306284;02/14/2022 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
221305384;01/29/2022 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
221314749;07/18/2022 12:00:00 AM;Newton     ;THEFT PLAIN - PETTY ($950 & UNDER)                      
221321791;12/02/2022 12:00:00 AM;Newton     ;THEFT OF IDENTITY                                       
221315614;08/06/2022 12:00:00 AM;Newton     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
221317744;09/16/2022 12:00:00 AM;Newton     ;ROBBERY                                                 
221304105;01/03/2022 12:00:00 AM;Newton     ;BURGLARY                                                
221315189;07/30/2022 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
221312831;06/13/2022 12:00:00 AM;Newton     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
221319953;10/26/2022 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
221312987;06/16/2022 12:00:00 AM;Newton     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
221305219;01/26/2022 12:00:00 AM;Newton     ;BURGLARY                                                
221315935;08/13/2022 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
221313470;06/25/2022 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
221309253;04/07/2022 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
221321153;11/18/2022 12:00:00 AM;Newton     ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
221318464;09/29/2022 12:00:00 AM;Newton     ;THEFT PLAIN - PETTY ($950 & UNDER)                      
221320835;11/13/2022 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
221319807;10/23/2022 12:00:00 AM;Newton     ;VIOLATION OF RESTRAINING ORDER                          
221306867;02/20/2022 12:00:00 AM;Newton     ;BURGLARY FROM VEHICLE                                   
221322438;12/15/2022 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
221308138;03/17/2022 12:00:00 AM;Newton     ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
221311334;05/17/2022 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
231304171;01/03/2023 12:00:00 AM;Newton     ;BURGLARY                                                
221320747;11/10/2022 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
221320490;11/05/2022 12:00:00 AM;Newton     ;BURGLARY                                                
221316973;09/02/2022 12:00:00 AM;Newton     ;THEFT OF IDENTITY                                       
221301171;12/23/2022 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
221313644;06/29/2022 12:00:00 AM;Newton     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
221315551;08/05/2022 12:00:00 AM;Newton     ;ROBBERY                                                 
221309204;04/07/2022 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
221304377;01/10/2022 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
221304465;01/11/2022 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
221311001;05/10/2022 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
221322808;12/24/2022 12:00:00 AM;Newton     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
221304599;01/09/2022 12:00:00 AM;Newton     ;BURGLARY FROM VEHICLE                                   
221307191;03/02/2022 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
221312392;06/04/2022 12:00:00 AM;Newton     ;VIOLATION OF RESTRAINING ORDER                          
221319962;10/26/2022 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
221321988;12/05/2022 12:00:00 AM;Newton     ;THEFT OF IDENTITY                                       
221318785;10/04/2022 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
221304946;01/23/2022 12:00:00 AM;Newton     ;OTHER MISCELLANEOUS CRIME                               
221305172;01/25/2022 12:00:00 AM;Newton     ;THEFT PLAIN - PETTY ($950 & UNDER)                      
221306981;02/26/2022 12:00:00 AM;Newton     ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
221318224;09/24/2022 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
221314382;07/13/2022 12:00:00 AM;Newton     ;VIOLATION OF RESTRAINING ORDER                          
221318205;09/23/2022 12:00:00 AM;Newton     ;LETTERS, LEWD  -  TELEPHONE CALLS, LEWD                 
221312060;05/29/2022 12:00:00 AM;Newton     ;TRESPASSING                                             
221304134;01/04/2022 12:00:00 AM;Newton     ;BURGLARY                                                
221316265;08/19/2022 12:00:00 AM;Newton     ;SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ
221305794;02/05/2022 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
221322702;12/20/2022 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
221321646;11/30/2022 12:00:00 AM;Newton     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
221310779;05/02/2022 12:00:00 AM;Newton     ;THEFT OF IDENTITY                                       
221311108;05/13/2022 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
221314160;07/08/2022 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
221310175;04/26/2022 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
221306242;02/12/2022 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
221320726;11/10/2022 12:00:00 AM;Newton     ;THEFT OF IDENTITY                                       
221313696;06/30/2022 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
221315621;08/07/2022 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
221304196;01/04/2022 12:00:00 AM;Newton     ;CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT                 
221308147;03/18/2022 12:00:00 AM;Newton     ;ROBBERY                                                 
221322413;12/14/2022 12:00:00 AM;Newton     ;THEFT OF IDENTITY                                       
221309444;04/11/2022 12:00:00 AM;Newton     ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
221310128;04/23/2022 12:00:00 AM;Newton     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
221315758;08/08/2022 12:00:00 AM;Newton     ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
221311715;05/23/2022 12:00:00 AM;Newton     ;OTHER ASSAULT                                           
221309245;04/02/2022 12:00:00 AM;Newton     ;THEFT OF IDENTITY                                       
221314415;07/13/2022 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
221314196;07/05/2022 12:00:00 AM;Newton     ;THEFT OF IDENTITY                                       
221310192;04/25/2022 12:00:00 AM;Newton     ;BURGLARY FROM VEHICLE                                   
221313894;07/02/2022 12:00:00 AM;Newton     ;THEFT OF IDENTITY                                       
221314445;07/14/2022 12:00:00 AM;Newton     ;THEFT OF IDENTITY                                       
221317220;09/06/2022 12:00:00 AM;Newton     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
221318105;09/22/2022 12:00:00 AM;Newton     ;BURGLARY                                                
231304040;01/01/2023 12:00:00 AM;Newton     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
221319448;10/17/2022 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
221323047;12/30/2022 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
221312950;06/15/2022 12:00:00 AM;Newton     ;DISCHARGE FIREARMS/SHOTS FIRED                          
221321419;11/23/2022 12:00:00 AM;Newton     ;BUNCO, GRAND THEFT                                      
221309064;04/01/2022 12:00:00 AM;Newton     ;CHILD PORNOGRAPHY                                       
221322422;12/14/2022 12:00:00 AM;Newton     ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
221316676;08/27/2022 12:00:00 AM;Newton     ;ROBBERY                                                 
221322255;12/11/2022 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
221313784;07/01/2022 12:00:00 AM;Newton     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
231317086;09/10/2023 12:00:00 AM;Newton     ;RAPE, FORCIBLE                                          
221304459;01/11/2022 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
221313695;06/28/2022 12:00:00 AM;Newton     ;THEFT PLAIN - PETTY ($950 & UNDER)                      
221313350;06/23/2022 12:00:00 AM;Newton     ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
221305611;02/03/2022 12:00:00 AM;Newton     ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
221321299;11/22/2022 12:00:00 AM;Newton     ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
221313887;07/03/2022 12:00:00 AM;Newton     ;THEFT OF IDENTITY                                       
221317187;09/06/2022 12:00:00 AM;Newton     ;THEFT OF IDENTITY                                       
221321126;11/18/2022 12:00:00 AM;Newton     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
221304416;01/07/2022 12:00:00 AM;Newton     ;BURGLARY FROM VEHICLE                                   
221311145;04/28/2022 12:00:00 AM;Newton     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
221317869;09/18/2022 12:00:00 AM;Newton     ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
221304364;01/10/2022 12:00:00 AM;Newton     ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
221320233;11/01/2022 12:00:00 AM;Newton     ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
221315005;07/26/2022 12:00:00 AM;Newton     ;BURGLARY FROM VEHICLE                                   
221308179;03/18/2022 12:00:00 AM;Newton     ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
221308475;03/24/2022 12:00:00 AM;Newton     ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
221311099;05/12/2022 12:00:00 AM;Newton     ;ROBBERY                                                 
221321788;12/02/2022 12:00:00 AM;Newton     ;THEFT OF IDENTITY                                       
221321486;11/26/2022 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
221318657;10/03/2022 12:00:00 AM;Newton     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
221309613;04/14/2022 12:00:00 AM;Newton     ;VIOLATION OF RESTRAINING ORDER                          
221314063;07/07/2022 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
221306141;02/10/2022 12:00:00 AM;Newton     ;BUNCO, GRAND THEFT                                      
221319803;10/23/2022 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
221317458;09/09/2022 12:00:00 AM;Newton     ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
221317618;09/13/2022 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
221312929;06/09/2022 12:00:00 AM;Newton     ;BURGLARY FROM VEHICLE                                   
221306510;02/18/2022 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
221307539;03/06/2022 12:00:00 AM;Newton     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
221321115;11/18/2022 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
221305744;02/04/2022 12:00:00 AM;Newton     ;THEFT OF IDENTITY                                       
221311528;05/20/2022 12:00:00 AM;Newton     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
221320297;11/02/2022 12:00:00 AM;Newton     ;INDECENT EXPOSURE                                       
221314054;07/02/2022 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
221304932;01/21/2022 12:00:00 AM;Newton     ;BURGLARY FROM VEHICLE                                   
221319339;10/14/2022 12:00:00 AM;Newton     ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
221310835;05/07/2022 12:00:00 AM;Newton     ;ROBBERY                                                 
221310759;05/03/2022 12:00:00 AM;Newton     ;THEFT OF IDENTITY                                       
221314356;07/12/2022 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
221310335;04/25/2022 12:00:00 AM;Newton     ;THEFT OF IDENTITY                                       
221320264;11/02/2022 12:00:00 AM;Newton     ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
221315044;07/26/2022 12:00:00 AM;Newton     ;THEFT OF IDENTITY                                       
221308728;03/28/2022 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
221322327;12/12/2022 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
221312569;06/08/2022 12:00:00 AM;Newton     ;INDECENT EXPOSURE                                       
221317372;09/09/2022 12:00:00 AM;Newton     ;THEFT OF IDENTITY                                       
221307309;03/03/2022 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
221310829;05/01/2022 12:00:00 AM;Newton     ;THEFT OF IDENTITY                                       
221319331;10/14/2022 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
221306265;02/13/2022 12:00:00 AM;Newton     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
221319636;10/15/2022 12:00:00 AM;Newton     ;BIKE - STOLEN                                           
221311550;05/12/2022 12:00:00 AM;Newton     ;THEFT PLAIN - PETTY ($950 & UNDER)                      
221315046;07/25/2022 12:00:00 AM;Newton     ;BURGLARY FROM VEHICLE                                   
221306123;02/10/2022 12:00:00 AM;Newton     ;CHILD ANNOYING (17YRS & UNDER)                          
221307203;03/01/2022 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
221312024;05/28/2022 12:00:00 AM;Newton     ;ORAL COPULATION                                         
231305537;01/11/2023 12:00:00 AM;Newton     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
221317620;09/14/2022 12:00:00 AM;Newton     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
221321814;12/03/2022 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
221313456;06/26/2022 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
221322271;12/12/2022 12:00:00 AM;Newton     ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
221308510;03/24/2022 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
221300648;04/02/2022 12:00:00 AM;Newton     ;SEXUAL PENETRATION W/FOREIGN OBJECT                     
221321351;11/23/2022 12:00:00 AM;Newton     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
221307600;03/08/2022 12:00:00 AM;Newton     ;FAILURE TO YIELD                                        
231304513;01/10/2023 12:00:00 AM;Newton     ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
221311853;05/26/2022 12:00:00 AM;Newton     ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
221312208;06/01/2022 12:00:00 AM;Newton     ;ROBBERY                                                 
221311450;05/19/2022 12:00:00 AM;Newton     ;BURGLARY                                                
221321207;11/20/2022 12:00:00 AM;Newton     ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
221321010;11/16/2022 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
221312562;06/08/2022 12:00:00 AM;Newton     ;THEFT OF IDENTITY                                       
221309508;04/13/2022 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
221317190;09/06/2022 12:00:00 AM;Newton     ;THEFT OF IDENTITY                                       
221321132;11/18/2022 12:00:00 AM;Newton     ;BURGLARY                                                
221317047;09/03/2022 12:00:00 AM;Newton     ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
221320789;11/11/2022 12:00:00 AM;Newton     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
221319125;10/10/2022 12:00:00 AM;Newton     ;ROBBERY                                                 
221310401;04/29/2022 12:00:00 AM;Newton     ;BURGLARY FROM VEHICLE                                   
221314354;07/12/2022 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
221309078;03/14/2022 12:00:00 AM;Newton     ;SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ
221308894;03/31/2022 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
221317817;09/17/2022 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
221312065;05/28/2022 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
221320193;10/31/2022 12:00:00 AM;Newton     ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
221305752;02/03/2022 12:00:00 AM;Newton     ;THEFT OF IDENTITY                                       
221306930;02/25/2022 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
221306071;02/09/2022 12:00:00 AM;Newton     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
221320402;11/04/2022 12:00:00 AM;Newton     ;ROBBERY                                                 
221312233;06/02/2022 12:00:00 AM;Newton     ;ATTEMPTED ROBBERY                                       
221319428;10/17/2022 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
221307284;02/25/2022 12:00:00 AM;Newton     ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
221304096;01/03/2022 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
221316272;08/19/2022 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
221318775;10/03/2022 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
221316037;08/14/2022 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
221307526;03/06/2022 12:00:00 AM;Newton     ;ROBBERY                                                 
221319062;10/09/2022 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
221311518;05/20/2022 12:00:00 AM;Newton     ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
221318964;10/05/2022 12:00:00 AM;Newton     ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
221307555;03/07/2022 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
221316539;08/25/2022 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
221318197;09/24/2022 12:00:00 AM;Newton     ;BURGLARY                                                
221320638;11/08/2022 12:00:00 AM;Newton     ;THEFT OF IDENTITY                                       
221306022;02/08/2022 12:00:00 AM;Newton     ;THEFT OF IDENTITY                                       
221300578;02/19/2022 12:00:00 AM;Newton     ;SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ
221308046;03/16/2022 12:00:00 AM;Newton     ;PICKPOCKET                                              
221319834;10/24/2022 12:00:00 AM;Newton     ;BURGLARY                                                
221305052;01/23/2022 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
221304540;01/13/2022 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
221306443;02/13/2022 12:00:00 AM;Newton     ;THEFT PLAIN - PETTY ($950 & UNDER)                      
221318281;09/25/2022 12:00:00 AM;Newton     ;VIOLATION OF RESTRAINING ORDER                          
221312353;06/04/2022 12:00:00 AM;Newton     ;ROBBERY                                                 
221307029;02/27/2022 12:00:00 AM;Newton     ;BURGLARY                                                
221313259;06/21/2022 12:00:00 AM;Newton     ;BATTERY WITH SEXUAL CONTACT                             
221304767;01/17/2022 12:00:00 AM;Newton     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
221312471;06/06/2022 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
221309262;04/08/2022 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
221312375;06/03/2022 12:00:00 AM;Newton     ;BURGLARY                                                
221315501;08/05/2022 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
221310198;04/26/2022 12:00:00 AM;Newton     ;BURGLARY FROM VEHICLE                                   
221311923;05/27/2022 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
221317635;09/12/2022 12:00:00 AM;Newton     ;BURGLARY                                                
221320287;11/02/2022 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
221315109;07/27/2022 12:00:00 AM;Newton     ;BRANDISH WEAPON                                         
221308251;03/20/2022 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
221304950;01/21/2022 12:00:00 AM;Newton     ;BURGLARY                                                
221317362;08/31/2022 12:00:00 AM;Newton     ;THEFT PLAIN - PETTY ($950 & UNDER)                      
221317397;09/10/2022 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
221314861;07/22/2022 12:00:00 AM;Newton     ;BURGLARY                                                
221315646;08/08/2022 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
221306775;02/23/2022 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
221315257;07/31/2022 12:00:00 AM;Newton     ;VIOLATION OF RESTRAINING ORDER                          
221305241;01/27/2022 12:00:00 AM;Newton     ;BURGLARY FROM VEHICLE                                   
221316531;08/24/2022 12:00:00 AM;Newton     ;VIOLATION OF RESTRAINING ORDER                          
221312481;06/06/2022 12:00:00 AM;Newton     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
221321044;11/13/2022 12:00:00 AM;Newton     ;BATTERY - SIMPLE ASSAULT                                
221317239;08/21/2022 12:00:00 AM;Newton     ;SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH 
221321039;11/16/2022 12:00:00 AM;Newton     ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
221311886;05/26/2022 12:00:00 AM;Newton     ;THEFT OF IDENTITY                                       
221312327;06/04/2022 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
221317378;09/09/2022 12:00:00 AM;Newton     ;VEHICLE - STOLEN                                        
221319585;10/19/2022 12:00:00 AM;Newton     ;VIOLATION OF RESTRAINING ORDER                          
221312894;06/15/2022 12:00:00 AM;Newton     ;ROBBERY                                                 
